date,source,site,channel,media,visit
2017/5/17,手机_精准营销,微信,活动,朋友圈,1
2017/5/17,搜索,搜狗,通用搜狗sem,通用皇冠,1
2017/5/17,精准营销,hao123,手机,乐max,1
2017/5/17,手机_搜索,百度酷派品专ph,无线品专,标题,1
2017/5/17,手机_搜索,百度,百度电视sem,商城品牌词-M,1
2017/5/17,精准营销,360导航,活动,哇塞第二帧-banner,1
2017/5/17,手机_搜索,搜狗,搜狗手机sem,手机品牌词_M,1
2017/5/17,精准营销,360导航,PC,哇塞平台第二帧,1
2017/5/17,手机_DSP,广点通_顺为,M,Q群_品牌词品牌,1
2017/5/17,精准营销,暴风影音,活动,TIPS,1
2017/5/17,其它,四次元_应用,乐居家,android,1
2017/5/17,公众号,微博,-,-,1
2017/5/17,精准营销_品牌词,-,-,-,1
2017/5/17,搜索,百度,百度新品品专,PC品专,2
2017/5/17,社会化传播,微信,服务号,超级手机服务号,3
2017/5/17,其它,手机媒介,太平洋电脑网,手机/新品/评测/导购/所有文章页面,1
2017/5/17,手机_品牌营销_品牌词,品牌词运营,乐迷社区焦点图,app,1
2017/5/17,精准营销,360导航,活动,名站,2
2017/5/17,网站联盟,51比购,-,-,1
2017/5/17,搜索,360,综合semtv,商城品牌词_PC,1
2017/5/17,搜索,搜狗综合品专sum,PC品专,tab图4,1
2017/5/17,SEO,360,WAP,-,2
2017/5/17,其它,酷派C1,今日头条,推荐频道信息流 4-1小图,1
2017/5/17,手机_搜索,百度,M站_手机,硬广,1
2017/5/17,DSP,晶赞,PC,新客,1
2017/5/17,搜索,搜狗,通用搜狗sem,超级皇冠,1
2017/5/17,手机_精准营销,网易,活动,头条栏目信息流第11条（1_4轮替）,1
2017/5/17,其它,生态化反,M站,二维码,1
2017/5/17,品牌营销_品牌词,品牌词广告,手机,PC,1
2017/5/17,手机_搜索,百度,百度新品品专,无线品专,1
2017/5/17,DSP,广点通_顺为,PC,Q群_品牌词手机,1
2017/5/17,搜索,搜狗semph,手机品牌词_PC,品牌词手机,1
2017/5/17,手机_品牌营销_品牌词,品牌词运营,贴片,移动端,1
2017/5/17,品牌营销_品牌词,品牌词产品,乐看搜索_左侧广告位,PC,1
2017/5/17,搜索,搜狗综合品专semtv,PC品专,右侧栏目1,2
2017/5/17,手机_搜索,搜狗,通用搜狗sem,商城品牌词_M,1
2017/5/17,手机_精准营销,UC浏览器,活动,酷站精品文字_网导精品文字,1
2017/5/17,CRM,会员,商城,APP,1
2017/5/17,搜索,集团品专sum,PC品专,标题,1
2017/5/17,手机_搜索,百度,百度手机sem,商城品牌词_M,1
2017/5/17,品牌营销_外网,zol,PC,PC_硬广,1
2017/5/17,搜索,百度,百度电视sem,商城品牌词,1
2017/5/17,社会化传播,乐迷论坛,PC,软性,1
2017/5/17,搜索,搜狗综合品专sum,PC品专,Button5,1
2017/5/17,BD营销,蜻蜓FM,banner,新品宣传,1
2017/5/17,手机_精准营销,腾讯视频,手机,贴片,1
2017/5/17,搜索,搜狗综合品专semtv,PC品专,tab图3,2
2017/5/17,精准营销,酷狗,PC,硬广,1
2017/5/17,CRM,生态内,919乐迷节,短信,1
2017/5/17,手机_搜索,搜狗,M站_手机,硬广,1
2017/5/17,手机_搜索,搜狗,搜狗手机sem,手机产品词_M,1
2017/5/17,品牌营销_品牌词,品牌词产品,直播频道直播大厅_收看标签,PC,1
2017/5/17,手机_精准营销,2345手机导航,活动,首页酷站,1
2017/5/17,品牌营销_品牌词,品牌词导航,超级手机入口,PC,1
2017/5/17,o2o,LEPAR,入口,LEPAR225,1
2017/5/17,其它,酷派C1,猎豹,金山电池医生_IOS_开屏,1
2017/5/17,CRM,准会员,乐迷日,APP,1
2017/5/17,网站联盟,联盟资源置换,PC端,-,1
2017/5/17,搜索,百度,PC_电视,硬广,1
2017/5/17,搜索,搜狗semsum,商城品牌词_PC,品牌词商城,1
2017/5/17,搜索,搜狗综合品专semph,PC品专,右侧大图,4
2017/5/17,搜索,搜狗综合品专sum,品牌直通车,短链接4,1
2017/5/17,其它,会员,乐次元,PC,2
2017/5/17,搜索,百度,百度手机sem,手机产品词_PC,1
2017/5/17,移动,APP,APP下载页,PC右侧浮标,1
2017/5/17,搜索,360,电视semtv,360凤舞导航,1
2017/5/17,搜索,搜狗semsum,超级皇冠,logo,1
2017/5/17,搜索,搜狗综合品专sum,PC品专,右侧栏目3,1
2017/5/17,搜索,360,电视semtv,360凤舞橱窗,1
2017/5/17,搜索,搜狗综合品专sum,PC品专,栏目11标题,1
2017/5/18,CRM,准会员,手机,APP,25386
2017/5/18,手机_品牌营销_品牌词,品牌词广告,15秒前贴片_app,app,16846
2017/5/18,品牌营销_品牌词,品牌词产品,播放器播放标签,PC,15876
2017/5/18,其它,品牌词致新,蜻蜓FM,四周年,12229
2017/5/18,SEO,百度,WAP,-,11030
2017/5/18,SEO,百度,PC,-,10086
2017/5/18,手机_品牌营销_品牌词,品牌词运营,app端焦点图,app,5340
2017/5/18,CRM,准会员,电视,电视推送,5035
2017/5/18,品牌营销_品牌词,品牌词运营,播放页loading,pc,4563
2017/5/18,品牌营销_品牌词,品牌词导航,pc_全站顶导_超级电视入口,PC,3847
2017/5/18,其它,四次元_应用,品牌词视频,android,3577
2017/5/18,CRM,准会员,电视,APP,3061
2017/5/18,搜索,360,综合品专sum,PC品专,2785
2017/5/18,其它,四次元_应用,品牌词应用商店,android,1894
2017/5/18,品牌营销_品牌词,品牌词广告,15秒前贴片_pc,pc,1869
2017/5/18,品牌营销_品牌词,品牌词运营,首页焦点图,pc,1870
2017/5/18,SEO,搜狗,WAP,-,1889
2017/5/18,手机_品牌营销_品牌词,品牌词产品,android_首页购物车_入口,移动端,1637
2017/5/18,品牌营销_品牌词,品牌词导航,pc_全站顶导_入口,PC,1737
2017/5/18,手机_品牌营销_品牌词,品牌词广告,app_暂停,app,1495
2017/5/18,公众号,微信,无线,品牌词商城,1574
2017/5/18,搜索,搜狗综合品专sum,PC品专,标题,1253
2017/5/18,品牌营销_品牌词,品牌词导航,pc_全站顶导_超级手机入口,PC,1209
2017/5/18,网站联盟,亿起发,-,-,1363
2017/5/18,网站联盟,领克特,-,-,1517
2017/5/18,手机_品牌营销_品牌词,品牌词导航,m站_生态区导航_入口,移动端,639
2017/5/18,手机_网站联盟,亿起发,-,-,832
2017/5/18,手机_社会化联盟,个人网站联盟,M站,个人网站联盟,543
2017/5/18,网站联盟,银橙传媒,-,-,798
2017/5/18,手机_品牌营销_品牌词,品牌词,移动端,-,476
2017/5/18,网站联盟,智推,PC端,-,585
2017/5/18,网站联盟,多麦,PC,-,1894
2017/5/18,手机_品牌营销_品牌词,品牌词运营,M站焦点图,app,390
2017/5/18,社会化联盟,链接广告,PC端,-,401
2017/5/18,品牌营销_品牌词,品牌词运营,其他,PC,417
2017/5/18,社会化传播,微博,专题,品牌词商城,375
2017/5/18,网站联盟,盘石联盟,-,-,366
2017/5/18,其它,四次元_应用,超级电视官微,APP,327
2017/5/18,手机_品牌营销_品牌词,品牌词产品,m站_超级电视聚合页入口,移动端,310
2017/5/18,移动,手机,应用商店,品牌词手机,257
2017/5/18,品牌营销_品牌词,品牌词运营,首页右侧LOGO,pc,258
2017/5/18,品牌营销_品牌词,品牌词产品,播放器观看标签,PC,239
2017/5/18,社会化传播,微信,服务号,品牌词商城,226
2017/5/18,品牌营销_品牌词,品牌词广告,pc_暂停,pc,207
2017/5/18,手机_品牌营销_品牌词,品牌词产品,客户端_播放器播放标签,移动端,202
2017/5/18,手机_品牌营销_品牌词,品牌词产品,m站_超级手机聚合页入口,移动端,246
2017/5/18,CRM,准会员,商城,电视推送,229
2017/5/18,手机_网站联盟,盘石联盟,-,-,229
2017/5/18,手机_品牌营销_品牌词,品牌词产品,m站_超级配件聚合页入口,移动端,228
2017/5/18,SEO,谷歌,PC,-,203
2017/5/18,CRM,准会员,电视,站内信,196
2017/5/18,手机_品牌营销_品牌词,品牌词运营,入口,移动端,185
2017/5/18,手机_品牌营销_品牌词,品牌词运营,移动端_乐见,app,180
2017/5/18,手机_品牌营销_品牌词,品牌词产品,android_特色频道_入口,移动端,176
2017/5/18,手机_品牌营销_品牌词,品牌词产品,m站_影视爆款聚合页入口,移动端,214
2017/5/18,其它,功能型生态电商,SDK,品牌词金融,187
2017/5/18,手机_品牌营销_品牌词,品牌词产品,m站_智能硬件聚合页入口,移动端,206
2017/5/18,手机_品牌营销_品牌词,品牌词产品,m站_品牌词商城入口,移动端,196
2017/5/18,其它,生态化反,M站,banner,134
2017/5/18,品牌营销_品牌词,品牌词生态,乐迷社区_全网顶导,PC,132
2017/5/18,其它,SSP媒介,360,富媒体,106
2017/5/18,CRM,准会员,商城,APP,103
2017/5/18,网站联盟,51返利网,-,-,113
2017/5/18,搜索,360,综合品专semph,PC品专,140
2017/5/18,手机_品牌营销_品牌词,品牌词生态,品牌词手机_浏览器,移动端,103
2017/5/18,搜索,搜狗综合品专semph,PC品专,小图1,118
2017/5/18,品牌营销_品牌词,品牌词生态,乐迷社区_全网频道页导航,PC,108
2017/5/18,搜索,百度,百度商城品专,PC品专,94
2017/5/18,搜索,搜狗综合品专sum,品牌直通车,标题,96
2017/5/18,CRM,准会员,商城,短信,91
2017/5/18,其它,SSP媒介,一点资讯,频道自动订阅,86
2017/5/18,搜索,搜狗综合品专sum,PC品专,左侧大图1,92
2017/5/18,移动,APP,APP下载页,M站底部banner,511
2017/5/18,搜索,百度,PC,硬广,80
2017/5/18,手机_精准营销,一点资讯,919购物频道,频道生成,76
2017/5/18,品牌营销_品牌词,品牌词导航,pc_频道页导航_入口,PC,70
2017/5/18,搜索,百度综合品专sum,PC品专,标题,66
2017/5/18,搜索,360,360商城品专,PC品专,62
2017/5/18,品牌营销_品牌词,品牌词运营,导航,PC,53
2017/5/18,CRM,生态内,商城,短信,52
2017/5/18,手机_精准营销,UC浏览器,活动,网址导航热词,51
2017/5/18,SEO,360,PC,-,60
2017/5/18,搜索,搜狗综合品专semtv,PC品专,小图2,51
2017/5/18,搜索,百度,通用百度sem,商城品牌词_PC,43
2017/5/18,手机_搜索,神马,综合品专sum,无线品专,43
2017/5/18,手机_品牌营销_品牌词,品牌词运营,其他,移动端,38
2017/5/18,手机_品牌营销_品牌词,品牌词运营,品牌词应用商店app开机图,app,33
2017/5/18,搜索,搜狗,搜狗商城品专,PC品专,33
2017/5/18,手机_搜索,百度,百度商城品专,无线品专,33
2017/5/18,品牌营销_品牌词,品牌词,PC,-,30
2017/5/18,公众号,支付宝,品牌词商城,支付宝服务号,46
2017/5/18,网站联盟,智迅互通,PC端,-,45
2017/5/18,手机_搜索,百度综合品专sum,无线品专,标题,26
2017/5/18,手机_品牌营销_品牌词,品牌词运营,移动端_发现专题,app,25
2017/5/18,移动,APP,APP下载页,说明书,27
2017/5/18,品牌营销_品牌词,品牌词运营,二维码,TV端,22
2017/5/18,搜索,百度,百度电视品专,PC品专,23
2017/5/18,手机_品牌营销_品牌词,品牌词运营,浮球海报,app,23
2017/5/18,精准营销,什么值得买,PC端,软性资源,23
2017/5/18,SEO,必应,PC,-,25
2017/5/18,搜索,百度,百度定制品专,PC品专,20
2017/5/18,手机_搜索,搜狗综合品专sum,无线品专,标题,23
2017/5/18,手机_品牌营销_品牌词,品牌词产品,android_设置_超级电视入口,移动端,21
2017/5/18,精准营销,360浏览器,PC,浏览器地址栏下拉热词2,19
2017/5/18,手机_品牌营销_品牌词,品牌词运营,移动端_活动中心,app,22
2017/5/18,手机_品牌营销_品牌词,品牌词广告,乐品15秒前贴片_app,app,19
2017/5/18,搜索,百度,PC_手机,硬广,20
2017/5/18,搜索,搜狗综合品专sum,PC品专,Button2,30
2017/5/18,CRM,准会员,商城,邮箱,18
2017/5/18,搜索,360,综合品专semtv,PC品专,26
2017/5/18,移动,M站,APP下载页,商城官网,18
2017/5/18,手机_精准营销,UC浏览器,活动,UC导航酷站手机分类,16
2017/5/18,移动,M站,配件,电视,18
2017/5/18,搜索,搜狗semsum,商城品牌词_PC,品牌词,15
2017/5/18,CRM,会员,商城,短信,14
2017/5/18,手机_品牌营销_品牌词,品牌词导航,m站_频道页导航_入口,移动端,13
2017/5/18,手机_精准营销,uc浏览器,活动,酷站精品文字链,13
2017/5/18,精准营销,360导航,PC,名站文字链,14
2017/5/18,搜索,360,通用360sem,商城品牌词_PC,13
2017/5/18,搜索,360,综合semsum,360凤巢图文,14
2017/5/18,精准营销,360浏览器,PC,右下角弹窗,12
2017/5/18,手机_社会化联盟,邀请,-,-,12
2017/5/18,手机_品牌营销_品牌词,品牌词生态,品牌词班车_车身广告,移动端,13
2017/5/18,手机_搜索,神马,神马商城品专,无线品专,12
2017/5/18,品牌营销_品牌词,品牌词产品,品牌词商城入口,PC,12
2017/5/18,其它,SSP媒介,一点资讯,浮屏,11
2017/5/18,搜索,搜狗,通用搜狗sem,商城品牌词_PC,11
2017/5/18,其它,酷派C1,控股媒介,腾讯视频,11
2017/5/18,手机_百度SDK,百度SDK,SDK,百度SDK-硬广,11
2017/5/18,搜索,搜狗综合品专sum,PC品专,tab图1,12
2017/5/18,品牌营销_品牌词,品牌词运营,-,-,12
2017/5/18,搜索,搜狗综合品专sum,PC品专,左侧大图2,12
2017/5/18,搜索,360,综合semsum,商城品牌词_PC,11
2017/5/18,品牌营销_品牌词,品牌词产品,全网右侧导航,PC,11
2017/5/18,精准营销,hao123,活动,手机酷站,10
2017/5/18,CRM,准会员,商城,站内信,11
2017/5/18,搜索,百度,百度手机品专,PC品专,11
2017/5/18,手机_搜索,百度,百度电视品专,移动品专,13
2017/5/18,CRM,准会员,手机,电视推送,12
2017/5/18,品牌营销_品牌词,品牌词产品,导航入口,品牌词商城,9
2017/5/18,搜索,搜狗综合品专semph,品牌直通车,左侧大图,9
2017/5/18,其它,生态化反,PC站,banner,9
2017/5/18,手机_搜索,百度,百度手机品专,移动品专,9
2017/5/18,精准营销,腾讯,手机,新闻客户端,7
2017/5/18,精准营销,360浏览器,活动,下拉热词2,7
2017/5/18,SEO,搜狗,PC,-,9
2017/5/18,搜索,搜狗,PC,硬广,8
2017/5/18,手机_搜索,搜狗,搜狗商城品专,无线品专,7
2017/5/18,手机_搜索,百度,通用百度sem,商城品牌词_M,7
2017/5/18,公众号,微信,手机微信品牌词tv,-,7
2017/5/18,搜索,360,360手机sem,商城品牌词_PC,8
2017/5/18,搜索,搜狗综合品专sum,PC品专,小图3,9
2017/5/18,品牌营销_品牌词,品牌词产品,音乐频道大事件_专区标签,PC,6
2017/5/18,CRM,准会员,电视,短信,6
2017/5/18,搜索,百度semtv,商城品牌词_PC,品牌词,6
2017/5/18,搜索,百度,百度手机sem,手机品牌词_PC,6
2017/5/18,搜索,搜狗综合品专sum,PC品专,Button3,7
2017/5/18,搜索,搜狗综合品专sum,品牌直通车,进入官网,6
2017/5/18,手机_搜索,神马,综合semsum,商城品牌词,6
2017/5/18,CRM,准会员,乐迷日,站内信,6
2017/5/18,手机_品牌营销_品牌词,品牌词运营,影视大全开机图,app,5
2017/5/18,精准营销,360浏览器,活动,右下角弹窗,5
2017/5/18,手机_搜索,百度,M站,硬广,5
2017/5/18,其它,生态化反,M站,红包,5
2017/5/18,移动,APP,APP下载页,乐小宝详情,5
2017/5/18,搜索,百度,百度手机sem,手机产品词_PC,5
2017/5/18,社会化联盟,邀请,-,-,9
2017/5/18,SEO,雅虎,PC,-,7
2017/5/18,搜索,百度semsum,商城品牌词_PC,品牌词商城,5
2017/5/18,搜索,搜狗综合品专semtv,品牌直通车,短链接2,6
2017/5/18,搜索,360,PC,硬广,5
2017/5/18,搜索,360,PC_手机,硬广,5
2017/5/18,手机_精准营销,腾讯,活动,新闻客户端,5
2017/5/18,CRM,准会员,手机,短信,4
2017/5/18,其它,酷派自投,DSP_智汇推_省广,策略1_19_2,4
2017/5/18,手机_精准营销,猎豹,手机,猎豹清理大师Android,4
2017/5/18,其它,SSP媒介,今日头条,推荐信息流大图4_1,4
2017/5/18,手机_百度SDK,手机_百度SDK,SDK,贴片,4
2017/5/18,社会化传播,微信,服务号,乐秒君,5
2017/5/18,精准营销,-,-,-,4
2017/5/18,品牌营销_品牌词,品牌词产品,直播频道直播大厅_收看标签,PC,4
2017/5/18,品牌营销_品牌词,品牌词生态,PC_乐迷贴吧_板块内容推荐,PC,5
2017/5/18,CRM,会员,商城,积分商城,4
2017/5/18,手机_品牌营销_品牌词,品牌词运营,贴片,移动端,4
2017/5/18,精准营销,360,PC_手机,360哇塞,4
2017/5/18,CRM,短信,触发,触发类催付短信,4
2017/5/18,搜索,搜狗综合品专semph,PC品专,tab图2,4
2017/5/18,搜索,百度,百度电视sem,商城品牌词_PC,4
2017/5/18,移动,APP,活动页,品牌词文字链,4
2017/5/18,搜索,搜狗综合品专sum,PC品专,栏目11标题,4
2017/5/18,搜索,百度,百度电视sem,商城品牌词-PC,4
2017/5/18,搜索,百度,百度手机sem,商城品牌词-PC,4
2017/5/18,搜索,搜狗综合品专sum,PC品专,Button1,7
2017/5/18,搜索,搜狗,PC_手机,硬广,3
2017/5/18,手机_DSP,MediaV,M,新客,3
2017/5/18,手机_精准营销,腾讯,电视,新闻客户端,3
2017/5/18,其它,SSP媒介,微信朋友圈,查看详情,3
2017/5/18,手机_DSP,广点通_顺为,M,再营销,3
2017/5/18,其它,酷派自投,猎豹,猎豹清理大师_Android_开屏_无线,3
2017/5/18,手机_精准营销,猎豹,活动,金山电池医生,3
2017/5/18,DSP,广点通_顺为,手机,再营销,3
2017/5/18,其它,酷派C1,猎豹,猎豹清理大师_Android_开屏,3
2017/5/18,网站联盟,51比购,-,-,6
2017/5/18,搜索,百度综合品专sum,PC品专,logo,3
2017/5/18,搜索,集团品专sum,PC品专,标题,3
2017/5/18,精准营销,360浏览器,活动,新安装页面欢迎页,3
2017/5/18,搜索,360,好搜手机品专,PC品专,3
2017/5/18,手机_搜索,神马,神马手机SEM,手机商城品牌词,3
2017/5/18,搜索,百度,百度手机sem,商城品牌词_PC,3
2017/5/18,搜索,搜狗综合品专sum,PC品专,Button4,6
2017/5/18,手机_精准营销,2345手机导航,活动,首页酷站,3
2017/5/18,SEO,360,WAP,-,3
2017/5/18,精准营销,暴风影音,活动,TIPS,3
2017/5/18,品牌营销_品牌词,品牌词运营,入口,PC,3
2017/5/18,搜索,360,360手机sem,手机品牌词_PC,3
2017/5/18,手机_搜索,百度,M站_手机,硬广,3
2017/5/18,其它,四次元_应用,超级手机官微,APP,3
2017/5/18,手机_精准营销,UC浏览器,导航酷站手机分类,导航酷站手机分类,3
2017/5/18,手机_网站联盟,公众号联盟,M站,-,3
2017/5/18,手机_品牌营销_品牌词,品牌词运营,其他,M站,3
2017/5/18,手机_搜索,搜狗semsum,商城品牌词_M,品牌词商城,3
2017/5/18,其它,四次元_应用,品牌词视频,PC_入口导航,2
2017/5/18,品牌营销_外网,腾讯视频APP,移动端,移动端_硬广,2
2017/5/18,品牌营销_外网,腾讯新闻客户端,移动端,移动端_硬广,2
2017/5/18,搜索,百度,百度手机sem,手机品牌词-PC,2
2017/5/18,手机_精准营销,猎豹,手机,金山电池医生IOS开屏,2
2017/5/18,手机_品牌营销_品牌词,品牌词运营,贴片,Android移动端_手机,2
2017/5/18,搜索,百度,百度手机sem,品牌词频道词_PC,2
2017/5/18,手机_DSP,广点通_顺为,手机,关键词,2
2017/5/18,其它,SSP媒介,360,今日首发,2
2017/5/18,搜索,搜狗,搜狗手机品专,PC品专,2
2017/5/18,其它,控股媒介,同花顺,开机画面,2
2017/5/18,搜索,搜狗semph,商城品牌词_PC,品牌词,2
2017/5/18,其它,酷派C1,DSP_昌荣ATD,策略1_创意3,2
2017/5/18,搜索,搜狗综合品专sum,品牌直通车,显示URL,2
2017/5/18,手机_DSP,晶赞,M,新客,2
2017/5/18,DSP,晶赞,PC,新客,2
2017/5/18,手机_精准营销,猎豹,猎豹清理大师,PUSH,2
2017/5/18,搜索,搜狗,搜狗手机sem,手机品牌词_PC,2
2017/5/18,品牌营销_品牌词,品牌词广告,15秒前贴片_中插pc,pc,2
2017/5/18,手机_品牌营销_品牌词,品牌词广告,手机,移动端,2
2017/5/18,搜索,搜狗,搜狗手机sem,手机产品词_PC,2
2017/5/18,手机_品牌营销_品牌词,品牌词,移动端,移动端-硬广,2
2017/5/18,其它,酷派C1,猎豹,猎豹清理大师_Android_PUSH,2
2017/5/18,搜索,搜狗,搜狗手机品专,直通车品专,2
2017/5/18,手机_社会化联盟,乐魔方下载页面,M站,综合,2
2017/5/18,精准营销,hao123,手机,乐max,2
2017/5/18,手机_百度SDK,手机_百度SDK,SDK,百度SDK-硬广,2
2017/5/18,手机_搜索,搜狗,通用搜狗sem,商城品牌词_M,2
2017/5/18,DSP,晶赞,手机,再营销,2
2017/5/18,搜索,搜狗semsum,超级皇冠,logo,2
2017/5/18,其它,酷派自投,pc,品牌词首页焦点图富媒体,2
2017/5/18,搜索,百度semtv,商城品牌词_PC,品牌词,2
2017/5/18,搜索,百度semph,手机产品词_PC,酷1手机,2
2017/5/18,手机_搜索,搜狗,搜狗手机sem,手机竞品品牌_M,2
2017/5/18,精准营销,太平洋电脑,电视,数字家电|电视机首页,3
2017/5/18,手机_精准营销,腾讯视频,手机,腾讯视频移动-暂停-通投,2
2017/5/18,手机_搜索,搜狗,搜狗手机sem,手机产品词_M,2
2017/5/18,品牌营销_品牌词,品牌词产品,娱乐频道直播间_直播标签,PC,2
2017/5/18,手机_搜索,神马,神马手机sem,手机品牌词,2
2017/5/18,手机_社会化联盟,个人网站联盟,M站,综合,2
2017/5/18,搜索,360,手机semph,360凤巢图文,2
2017/5/18,搜索,360,电视semtv,360凤巢图文,2
2017/5/18,DSP,酷派C1,DSP_昌荣ATD,MO919投放1,2
2017/5/18,搜索,360,360手机sem,商城品牌词-PC,2
2017/5/18,精准营销,360导航,活动,名站,2
2017/5/18,CRM,准会员,手机,站内信,5
2017/5/18,品牌营销_品牌词,品牌词生态,电视,PC,3
2017/5/18,搜索,搜狗酷派品专sum,PC品专,标题,2
2017/5/18,手机_搜索,搜狗,M站_手机,硬广,3
2017/5/18,搜索,百度,通用百度sem,凤巢头条,2
2017/5/18,精准营销,360导航,手机,酷站手机,2
2017/5/18,品牌营销_品牌词,品牌词生态,乐迷社区_版块内容推荐,PC,2
2017/5/18,CRM,准会员,乐迷日,APP,3
2017/5/18,移动,APP,APP下载页,PC右侧浮标,3
2017/5/18,搜索,搜狗综合品专sum,PC品专,右侧栏目3,2
2017/5/18,搜索,搜狗综合品专semtv,PC品专,右侧栏目1,2
2017/5/18,CRM,会员,商城,邮箱,2
2017/5/18,手机_搜索,百度,百度电视sem,电视品牌词_M,2
2017/5/18,DSP,广点通_顺为,PC,TOP城市,1
2017/5/18,精准营销,酷狗,PC,公共电台大BANNER图（最高16轮播/天）,1
2017/5/18,精准营销,360安全卫士,PC,开机小助手-大图,1
2017/5/18,精准营销,360安全卫士,活动,开机小助手-大图,1
2017/5/18,其它,酷派C1,搜狗网址导航,首页_搜索下拉框文字链,1
2017/5/18,手机_精准营销,猎豹,手机,金山电池医生IOS,1
2017/5/18,搜索,搜狗综合品专semph,PC品专,tab描述2,1
2017/5/18,搜索,搜狗,搜狗网盟,手机测试-PC,1
2017/5/18,CRM,会员,电视,短信,1
2017/5/18,CRM,会员,手机,短信,1
2017/5/18,手机_品牌营销_品牌词,品牌词运营,超级手机日历_公告台,app,1
2017/5/18,手机_品牌营销_品牌词,品牌词广告,iPad_5秒标版,app,1
2017/5/18,手机_品牌营销_品牌词,品牌词运营,品牌词游戏焦点图,app,1
2017/5/18,手机_品牌营销_品牌词,品牌词运营,乐迷社区焦点图,app,1
2017/5/18,手机_品牌营销_品牌词,品牌词运营,品牌词游戏app开机图,app,1
2017/5/18,手机_DSP,广点通_顺为,M,Q群_品牌词电视,1
2017/5/18,手机_精准营销,腾讯视频,活动,贴片--双蛋,1
2017/5/18,BD营销,影视大全,banner,新品宣传,1
2017/5/18,BD营销,蜻蜓FM,banner,新品宣传,1
2017/5/18,其它,酷派C1,DSP_昌荣ATD,策略2_创意1,1
2017/5/18,搜索,百度semph,手机产品词_PC,乐pro3,1
2017/5/18,品牌营销_品牌词,品牌词产品,音乐频道大事件收看标签,PC,1
2017/5/18,品牌营销_品牌词,品牌词广告,全品类,PC,1
2017/5/18,品牌营销_品牌词,品牌词运营,贴片,PC,1
2017/5/18,DSP,晶赞,PC_手机,软性,1
2017/5/18,精准营销_品牌词,品牌词,PC,软性,1
2017/5/18,搜索,百度semtv,电视品牌词_PC,品牌词电视,1
2017/5/18,手机_搜索,百度semtv,电视品牌词_M,品牌词电视,1
2017/5/18,其它,酷派C1,今日头条,推荐频道信息流 4-1小图,1
2017/5/18,手机_搜索,神马,通用神马sem,商城品牌词,1
2017/5/18,搜索,百度,百度商城品专,新闻品专,1
2017/5/18,搜索,搜狗semtv,商城品牌词_PC,品牌词,1
2017/5/18,搜索,百度semph,商城品牌词_PC,品牌词,1
2017/5/18,移动,APP,APP下载页,品牌词,1
2017/5/18,精准营销,360导航,PC,撕角,1
2017/5/18,品牌营销_品牌词,品牌词,PC,PC-硬广,1
2017/5/18,手机_精准营销,控股媒介,活动,微信,1
2017/5/18,移动,M站,首页,电视,1
2017/5/18,手机_DSP,头条_顺为,M,新客,1
2017/5/18,手机_DSP,广点通_顺为,M,新客,1
2017/5/18,手机_社会化联盟,个人网站联盟,M站,MFL,1
2017/5/18,手机_精准营销,2345,手机,名站文字链,1
2017/5/18,精准营销,2345导航,手机,2345手机浏览器,1
2017/5/18,品牌营销_品牌词,品牌词广告,品牌词首页通栏1,pc,1
2017/5/18,品牌营销_品牌词,品牌词广告,pc_角标,pc,1
2017/5/18,手机_品牌营销_品牌词,品牌词产品,APP_首页推广位,移动端,1
2017/5/18,手机_搜索,百度semph,商城品牌词_M,品牌词,1
2017/5/18,精准营销,IT类垂直,中关村在线,手机,1
2017/5/18,手机_精准营销,微车,无线,焦点图,1
2017/5/18,手机_搜索,百度semph,手机竞品品牌_M,三星_手机,1
2017/5/18,手机_搜索,百度,百度手机sem,手机产品词-M,1
2017/5/18,精准营销,hao123,电视,导航页,1
2017/5/18,手机_搜索,百度semsum,商城品牌词_M,品牌词商城,1
2017/5/18,搜索,搜狗综合品专sum,品牌直通车,短链接3,1
2017/5/18,搜索,百度semph,手机品牌词_PC,品牌词手机,1
2017/5/18,其它,手机媒介,太平洋电脑网,手机/新品/评测/导购/所有文章页面,1
2017/5/18,手机_精准营销,猎豹,活动,猎豹清理大师,1
2017/5/18,搜索,百度,百度电视sem,电视竞品品牌_PC,1
2017/5/18,DSP,广点通_顺为,PC,再营销,1
2017/5/18,CRM,准会员,电视,邮箱,1
2017/5/18,精准营销,360导航,底部浮层,底部浮层,1
2017/5/18,社会化联盟,个人网站联盟,PC,个人网站联盟,1
2017/5/18,搜索,搜狗,通用搜狗sem,超级皇冠,1
2017/5/18,其它,控股媒介,微信,朋友圈,1
2017/5/18,手机_精准营销,微信,活动,朋友圈,1
2017/5/18,其它,手机媒介,线下二维码,线下二维码,1
2017/5/18,CRM,准会员,乐迷日,品牌词视频APP,1
2017/5/18,手机_搜索,百度,百度手机sem,手机产品词_M,1
2017/5/18,其它,酷派C1,优酷,多屏满天星_暂停_全国通投_Mobile,1
2017/5/18,手机_精准营销,2345手机浏览器,活动,首页名站,1
2017/5/18,精准营销,百度贴吧,活动,信息流,1
2017/5/18,其它,酷派C1,猎豹,金山电池医生_IOS_PUSH,1
2017/5/18,其它,四次元_内容,电视剧,PC_边看边买,1
2017/5/18,其它,四次元_内容,电影,PC_边看边买,1
2017/5/18,搜索,搜狗综合品专sum,PC品专,Button5,2
2017/5/18,搜索,搜狗综合品专semtv,PC品专,tab图3,1
2017/5/18,精准营销,hao123,活动,首页,1
